File accession	File format	Output type	Assay term name	Dataset accession	Annotation type	Software used	Encyclopedia Version	Biosample term id	Biosample term name	Biosample type	Life stage	Age	Age units	Organism	Targets	Dataset date released	Project	Lab	md5sum	dbxrefs	File download URL	Assembly	Controlled by	File Status	Derived from	S3 URL	Azure URL	Size	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF277SLP	bed bed9+	candidate Cis-Regulatory Elements		ENCSR191LCU	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0001159	sigmoid colon	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	ca840516a716d3e6f79f1e3aab52091b		https://www.encodeproject.org/files/ENCFF277SLP/@@download/ENCFF277SLP.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/3387117c-7b12-4f5e-82dc-1d305d091de4/ENCFF277SLP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/3387117c-7b12-4f5e-82dc-1d305d091de4/ENCFF277SLP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15147966			
ENCFF844JZF	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR191LCU	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0001159	sigmoid colon	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	1e8bf3928f3e13ad407749f7a368fbe6		https://www.encodeproject.org/files/ENCFF844JZF/@@download/ENCFF844JZF.bigBed	GRCh38		released	/files/ENCFF277SLP/	https://encode-public.s3.amazonaws.com/2021/10/25/c0233867-81f5-4a86-b623-259af80c9bbb/ENCFF844JZF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/c0233867-81f5-4a86-b623-259af80c9bbb/ENCFF844JZF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	35992702			
ENCFF284MXI	bed bed9+	candidate Cis-Regulatory Elements		ENCSR211XAO	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	c3c2681885128bd46f05ce9891d1f528		https://www.encodeproject.org/files/ENCFF284MXI/@@download/ENCFF284MXI.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/b3c2d80b-ec58-4dfb-b05c-6abbd1430513/ENCFF284MXI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/b3c2d80b-ec58-4dfb-b05c-6abbd1430513/ENCFF284MXI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15073683			
ENCFF063IWT	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR211XAO	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	1295d2e6b6329d72aa611b4beaef6aff		https://www.encodeproject.org/files/ENCFF063IWT/@@download/ENCFF063IWT.bigBed	GRCh38		released	/files/ENCFF284MXI/	https://encode-public.s3.amazonaws.com/2021/10/25/46922cf4-8ae2-4876-b29e-5b372c7cfd6d/ENCFF063IWT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/46922cf4-8ae2-4876-b29e-5b372c7cfd6d/ENCFF063IWT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	27606508			
ENCFF803TAS	bed bed9+	candidate Cis-Regulatory Elements		ENCSR207LTA	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	882136d669afdebdd604dd6a76e6932f		https://www.encodeproject.org/files/ENCFF803TAS/@@download/ENCFF803TAS.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/aa107e34-1739-4498-ba5e-1d02b48033f4/ENCFF803TAS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/aa107e34-1739-4498-ba5e-1d02b48033f4/ENCFF803TAS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15093717			
ENCFF362GPG	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR207LTA	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	521c8b2eb7b9c897e29a57011fcbdcf8		https://www.encodeproject.org/files/ENCFF362GPG/@@download/ENCFF362GPG.bigBed	GRCh38		released	/files/ENCFF803TAS/	https://encode-public.s3.amazonaws.com/2021/10/25/9de10093-7d03-488b-9ada-7c081a4f5a53/ENCFF362GPG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/9de10093-7d03-488b-9ada-7c081a4f5a53/ENCFF362GPG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	27617050			
ENCFF375JWG	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR196DHC	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0012489	muscle layer of colon	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	55379bd4d92adaf46b41a7319a77bef4		https://www.encodeproject.org/files/ENCFF375JWG/@@download/ENCFF375JWG.bigBed	GRCh38		released	/files/ENCFF750WMI/	https://encode-public.s3.amazonaws.com/2021/10/25/7f417e23-645c-408d-84b9-67d0d065a585/ENCFF375JWG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/7f417e23-645c-408d-84b9-67d0d065a585/ENCFF375JWG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	35834119			
ENCFF750WMI	bed bed9+	candidate Cis-Regulatory Elements		ENCSR196DHC	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0012489	muscle layer of colon	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	9e443b49e9c2af457e8a5b962f7a1c6c		https://www.encodeproject.org/files/ENCFF750WMI/@@download/ENCFF750WMI.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/69d73d16-9354-43a7-9d58-2114bee5e502/ENCFF750WMI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/69d73d16-9354-43a7-9d58-2114bee5e502/ENCFF750WMI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15013751			
ENCFF898UAX	bed bed9+	candidate Cis-Regulatory Elements		ENCSR269SMA	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000317	colonic mucosa	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	2ceda7582585f18ceed884a204e88467		https://www.encodeproject.org/files/ENCFF898UAX/@@download/ENCFF898UAX.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/51b729a5-5e20-4ed7-b981-98d0597874d2/ENCFF898UAX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/51b729a5-5e20-4ed7-b981-98d0597874d2/ENCFF898UAX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15061600			
ENCFF389JSK	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR269SMA	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000317	colonic mucosa	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	7e01499da71d7b3e1e422289d54229e5		https://www.encodeproject.org/files/ENCFF389JSK/@@download/ENCFF389JSK.bigBed	GRCh38		released	/files/ENCFF898UAX/	https://encode-public.s3.amazonaws.com/2021/10/25/acae462a-ec77-4ee5-b31a-1c537445f43f/ENCFF389JSK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/acae462a-ec77-4ee5-b31a-1c537445f43f/ENCFF389JSK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	27592309			
ENCFF633GHY	bed bed9+	candidate Cis-Regulatory Elements		ENCSR033DHK	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	5199ae009ce5c2a52ef9f03d10ed22cd		https://www.encodeproject.org/files/ENCFF633GHY/@@download/ENCFF633GHY.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/c59939d9-4eed-4d1f-9fd1-32cce77161cf/ENCFF633GHY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/c59939d9-4eed-4d1f-9fd1-32cce77161cf/ENCFF633GHY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15072975			
ENCFF661FXP	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR033DHK	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	eba7931315e7d16b1abdd82cb1a93cd0		https://www.encodeproject.org/files/ENCFF661FXP/@@download/ENCFF661FXP.bigBed	GRCh38		released	/files/ENCFF633GHY/	https://encode-public.s3.amazonaws.com/2021/10/25/142002e6-6f0b-4cb6-add1-4202cafac9eb/ENCFF661FXP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/142002e6-6f0b-4cb6-add1-4202cafac9eb/ENCFF661FXP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	27605546			
ENCFF970REE	bigBed bed9+	candidate Cis-Regulatory Elements		ENCSR512QPR	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	e8bccb982062d1f986a86ced11570cc7		https://www.encodeproject.org/files/ENCFF970REE/@@download/ENCFF970REE.bigBed	GRCh38		released	/files/ENCFF205FKB/	https://encode-public.s3.amazonaws.com/2021/10/25/19685a4f-19a1-49a7-b93b-d84432cb32bd/ENCFF970REE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/19685a4f-19a1-49a7-b93b-d84432cb32bd/ENCFF970REE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	27603091			
ENCFF205FKB	bed bed9+	candidate Cis-Regulatory Elements		ENCSR512QPR	candidate Cis-Regulatory Elements		current, ENCODE v3	UBERON:0000059	large intestine	tissue				Homo sapiens		2022-02-15	ENCODE	Zhiping Weng, UMass	bccaafcca2cfafecdcccdba630432411		https://www.encodeproject.org/files/ENCFF205FKB/@@download/ENCFF205FKB.bed.gz	GRCh38		released	/files/ENCFF413OTQ/	https://encode-public.s3.amazonaws.com/2021/10/25/e748f2d8-409c-4c74-aef1-eea6f7922fcb/ENCFF205FKB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/25/e748f2d8-409c-4c74-aef1-eea6f7922fcb/ENCFF205FKB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	15077469			
